name,location,industry,description,followers,linkedin_url
Vision-R Sàrl,"Geneva, Geneva",Blockchain Services,"Crypto, a fight for you, a freedom for all (D.E.F.I) La crypto, un combat pour soi, une liberté pour tous (D.E.F.I)",89 followers,https://www.linkedin.com/company/vision-r-s%C3%A0rl/
Yetta Foundation,Non-profit Organization Management,Non-profit Organization Management,Digital Payment Solutions for the Smart Economy • Specialties: Crypto,61 followers,https://www.linkedin.com/company/yetta/
BlockNovum,Zurich,Financial Services,Specialties: Crypto Consulting,62 followers,https://www.linkedin.com/company/blocknovum/
temuland,Zurich,E-Learning Providers,Jumpstart your crypto knowledge,63 followers,https://www.linkedin.com/company/temuland/
rEvolutionRealEconomyProject,"Lugano, Ticino",Business Consulting and Services,"...ridistribuiti, attraverso gli sconti, a chi utilizzerà le nostre crypto per pagare beni e servizi.  Esempio: un benzinaio di proprietà del rEvolution Real Economy...",86 followers,https://www.linkedin.com/company/revolutionrealeconomyproject/
NFArchitecture,Zug,Architecture and Planning,We are a Swiss company based in crypto valley Zug offering non-fungible architecture in form of NFT.,74 followers,https://www.linkedin.com/company/nfarchitecture/
Cryptohelvetia,"Lugano, Canton Ticino",Renewable Energy Semiconductor Manufacturing,"Cryptohelvetia è una società di consulenza Fintech, specializzata in Digital Crypto Assets e nella selezione di ICO Eco-Sostenibili.",5 followers,https://www.linkedin.com/company/cryptohelvetia/
MJP PARTNERS AG,Zug,Financial Services,"Corporate and tax advisors with more than 30 years of expertise in Swiss taxation and treuhand services based in Zug with a special focus in crypto accounting, cross-border VAT and salary processing.",13 followers,https://www.linkedin.com/company/mjp-partners-ag/
cryptocards,"St. Gallen, Switzerland",Financial Services,"Committed in visualizing the crypto ecosystem by first introducing a crypto card deck and later an interactive interface supported by OCULUS QUEST 2. Crypto and other markets, crypto cards and playlist. #metaverse #crypto #ecosystem #cards #design",16 followers,https://www.linkedin.com/company/cryprocards/
art2invest AG,"Zug, Zug",Financial Services,Specialties: Crypto Currencies,3 followers,https://www.linkedin.com/company/art2invest/
Bert Consulting Services,"Lausanne, Vaud",Computer and Network Security,Provides consulting and architecture for Microsoft Desktop solutions Crypto consulting,2 followers,https://www.linkedin.com/company/bertconsulting/
CurrenSky,"Zug, Zug",IT Services and IT Consulting,Specialties: Crypto-Currency,5 followers,https://www.linkedin.com/company/currensky/
Garage Space AG,Zurich,Events Services,Creative space for creative people. Make a difference and create your future - we provide the location! • Specialties: Crypto,6 followers,https://www.linkedin.com/company/garagespace/
GΞXY,Zug,Mobile Gaming Apps,Your Gaming NFT DeFi Platform • Specialties: Crypto,6 followers,https://www.linkedin.com/company/gexy/
ExaGGerate Technologies,"Oberwil, Basel-Landschaft",Program Development,Specialties: crypto gaming,5 followers,https://www.linkedin.com/company/exaggerate-technologies/
Lake38 Advisory,Switzerland,Spectator Sports,We Advise Teams / Leagues / Federations / Investors / Events / Brands / Athletes / Talents  About Strategy / Commercial / International Expansion / Revenue Growth / NFT & Crypto vertical / On & Offline Engagement / Content Creation & Distribution / Due Diligence / Investment opportunities,12 followers,https://www.linkedin.com/company/lake38-advisory/
Blockchain Coinvestors & Fifth Era,"San Francisco, Ca",Venture Capital and Private Equity Principals,"Launched in 2014, our goal is to provide broad coverage of the emerging unicorns and fastest growth blockchain companies and crypto projects. The strategy is...",1K followers,https://www.linkedin.com/company/fifthera/
InfoSec Global,"Toronto, Ontario",Computer and Network Security,"Discover, remediate and control your cryptographic assets through crypto agility.",2K followers,https://www.linkedin.com/company/infosec-global/
Dialectic,Zug,Financial Services,"Dialectic is a machine that solves ciphers to unlock exceptional value for our members.  We have built a unique architecture and a suite of proprietary tools that offer thoughtful risk-adjusted exposure to alternative assets, managed by an extraordinary group of globally distributed crypto-natives.",2K followers,https://www.linkedin.com/company/dialectic-group/
Token Hunters by Treasure Hunters,"Delémont, Jura",Computer Games,A play-to-earn mobile game that takes you on a crypto treasure hunt in the natural world. 🗺,3K followers,https://www.linkedin.com/company/token-hunters-by-treasure-hunters/
Cannerald,"Pfäffikon, Schwyz",Pharmaceutical Manufacturing,"Join our Team now: careers@cannerald.com  Swiss based Cannabis producer. We're currently expanding our plantation before we start launching an own Crypto ICO. With several years of experience in growing Cannabis, we are so self-confident to say that this is our longterm passion. We are combining growing of Cannabis...",2K followers,https://www.linkedin.com/company/cannerald/
Voice of FinTech®,"Zurich, Zurich",Media Production,"A podcast mapping the Swiss & global FinTech ecosystem. 🎧 🍎 Podcasts, 🟢Spotify, 🔶Google Podcasts,🟦 Amazon and more • Specialties: Crypto",2K followers,https://www.linkedin.com/company/voice-of-fintech/
pCloud AG,Baar,Software Development,...through pCloud drive – a desktop application serving as a virtual HDD -          Unhackable client-side encryption and zero-knowledge policy through pCloud Crypto...,2K followers,https://www.linkedin.com/company/pcloud-ltd/
TokenData,Geneva,Software Development,"First platform that builds and executes professional investment decisions, relying on an awesome crypto-asset DataLake",3K followers,https://www.linkedin.com/company/tokendata-ai/
DailyCoin,Zug,Internet News,"DailyCoin is a crypto news outlet with a focus on the cryptocurrency economy, crypto startups, cryptocurrencies, digital assets, blockchain technology...",2K followers,https://www.linkedin.com/company/dailycoin/
Andriotto Financial Services,"Stabio, Ticino",Financial Services,Leading independent financial and crypto advisor providing one of the first security token marketplaces.,2K followers,https://www.linkedin.com/company/andriotto-financial-services/
Unblock,Geneve,Financial Services,Finally a crypto wallet without walls,401 followers,https://www.linkedin.com/company/unblockcrypto/
BLOCKCHAIN PLAZA | Cryptocurrencies | Digital Assets | DAO | Web3 | Metaverse | NFT,Zug,Marketing Services,"Marketing, Growth Hacking, Scaling, & Ecosystem Building for Blockchain Startups, DAOs, Decentralized Platforms, & DApps • Specialties: #Crypto",360 followers,https://www.linkedin.com/company/blockchainplazaio/
Swiss Blockchain Consortium,"lugano, ti",Financial Services,The first Swiss Commercial Consortium that develops the Blockchain Digital Industry Business • Specialties: crypto,371 followers,https://www.linkedin.com/company/swiss-blockchain-consortium/
KRYP.TOOLS,"Coconut Creek, Florida",Software Development,...a WealthTech with a unique SaaS platform dedicated to connect professional and amateur investors with the crypto assets. We gathered all the best features of the traditional financial market tools in a single revolutionary interface dedicated to help you get the best part of the crypto economy.  KRYP.TOOLS has a very...,206 followers,https://www.linkedin.com/company/kryp-tools/
Akquisiteur GmbH,"Thalwil, Zürich",IT Services and IT Consulting,Brings companies together • Specialties: Crypto,382 followers,https://www.linkedin.com/company/akquisiteur/
Noteworthy AG,"Zug, 🇨🇭Crypto Valley",Manufacturing,We believe crypto should be simple and accessible to everyone.,388 followers,https://www.linkedin.com/company/noteworthyag/
Bitcoin Capital AG,Zug,Investment Management,"Your gateway to the digital investment world. 🌐  As a pioneer in the launch of crypto Exchange Traded Products (ETP), Bitcoin Capital is ready to become your first point of contact for launching your own innovative crypto ETP. Take advantage of an emerging market today and discover our existing crypto ETP.",370 followers,https://www.linkedin.com/company/bitcoincapital/
Digital Money Global,"Schindellegi, Schwyz",Financial Services,"...you can bridge fiat and crypto currencies, and from which to make any desired financial transaction - for anyone in the world, without constraints, complications, unnecessary expenses or intermediaries - this is our Vision. Our mission is to give all crypto-currency holders the possibility to use them in everyday life...",340 followers,https://www.linkedin.com/company/digital-money-global/
Peppermint,Zug,Information Technology & Services,Connecting crypto with creativity!,232 followers,https://www.linkedin.com/company/peppermint/
CLEANPACT,Zurich,Financial Services,Renewoluting our planet • Specialties: Crypto,358 followers,https://www.linkedin.com/company/cleanpact/
Glasschain AG,"Kloten, Zürich",IT Services and IT Consulting,"...information that could be of interest to the public, for example an address of a cryptocurrency exchange or any other crypto business.",61 followers,https://www.linkedin.com/company/glasschain/
Mineunit,Zug,Information Technology & Services,Specialties: crypto,46 followers,https://www.linkedin.com/company/mineunit/
CryptoChain Consulting,"Dallenwil, Nidwalden",Investment Management,...how to invest secure with the best potential your capital as well as the world financial system which is in close relation with the crypto market. Let us help...,50 followers,https://www.linkedin.com/company/cryptochain-consulting/
Ignis Blockchain,"Lugano, Ticino",Software Development,"Ardor's main child chain, fully-featured and permissionless blockchain platform • Specialties: crypto",48 followers,https://www.linkedin.com/company/ignis-blockchain/
MyDeepMachine,Chêne-Bourg,IT Services and IT Consulting,"MyDeepMachine specializes in implementing artificial intelligence, machine learning, digital robot workforce and intelligent process automation.  We are also managing a Crypto Token dedicated to AI, ML, Robots and Automation in general.",43 followers,https://www.linkedin.com/company/mydeepmachine/
